id	query	expected_cuis	why	style	domain	expected_focus	synthetic	topic_index
synthetic_00026	Patient reports burning dermatomal pain during evaluation for herpes zoster.		Synthetic clinical note sentence for herpes zoster; expected CUI is intentionally blank until judged.	clinical_note	dermatology	herpes zoster	true	26
synthetic_00027	Patient reports knee pain with stairs during evaluation for knee osteoarthritis.		Synthetic clinical note sentence for osteoarthritis; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	osteoarthritis	true	27
synthetic_00028	Patient reports inability to bear weight during evaluation for femoral neck fracture.		Synthetic clinical note sentence for hip fracture; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	hip fracture	true	28
synthetic_00029	Patient reports morning hand stiffness during evaluation for rheumatoid arthritis.		Synthetic clinical note sentence for rheumatoid arthritis; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	rheumatoid arthritis	true	29
synthetic_00030	Patient reports first toe pain during evaluation for acute gout flare.		Synthetic clinical note sentence for gout flare; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	gout flare	true	30
synthetic_00031	Patient reports fatigue during evaluation for iron deficiency anemia.		Synthetic clinical note sentence for iron deficiency anemia; expected CUI is intentionally blank until judged.	clinical_note	hematology	iron deficiency anemia	true	31
synthetic_00032	Patient reports calf pain during evaluation for acute deep vein thrombosis.		Synthetic clinical note sentence for deep vein thrombosis; expected CUI is intentionally blank until judged.	clinical_note	hematology	deep vein thrombosis	true	32
synthetic_00033	Patient reports headache in pregnancy during evaluation for preeclampsia.		Synthetic clinical note sentence for preeclampsia; expected CUI is intentionally blank until judged.	clinical_note	obstetrics	preeclampsia	true	33
synthetic_00034	Patient reports pelvic pain during evaluation for pelvic inflammatory disease.		Synthetic clinical note sentence for pelvic inflammatory disease; expected CUI is intentionally blank until judged.	clinical_note	gynecology	pelvic inflammatory disease	true	34
synthetic_00035	Patient reports palpable breast mass during evaluation for invasive ductal carcinoma.		Synthetic clinical note sentence for breast cancer; expected CUI is intentionally blank until judged.	clinical_note	oncology	breast cancer	true	35
synthetic_00036	Patient reports chronic cough during evaluation for solitary pulmonary nodule.		Synthetic clinical note sentence for lung nodule; expected CUI is intentionally blank until judged.	clinical_note	oncology	lung nodule	true	36
synthetic_00037	Patient reports ear pain during evaluation for acute otitis media.		Synthetic clinical note sentence for acute otitis media; expected CUI is intentionally blank until judged.	clinical_note	otolaryngology	acute otitis media	true	37
synthetic_00038	Patient reports blurred vision during evaluation for diabetic retinopathy.		Synthetic clinical note sentence for diabetic retinopathy; expected CUI is intentionally blank until judged.	clinical_note	ophthalmology	diabetic retinopathy	true	38
synthetic_00039	Patient reports severe dyspnea during evaluation for acute hypoxemic respiratory failure.		Synthetic clinical note sentence for acute respiratory failure; expected CUI is intentionally blank until judged.	clinical_note	critical care	acute respiratory failure	true	39
synthetic_00040	Patient reports poor peripheral access during evaluation for need for central venous access.		Synthetic clinical note sentence for central venous catheter placement; expected CUI is intentionally blank until judged.	clinical_note	procedures	central venous catheter placement	true	40
synthetic_00041	History includes atrial fibrillation treated with metoprolol.		Synthetic clinical note sentence for atrial fibrillation; expected CUI is intentionally blank until judged.	clinical_note	cardiology	atrial fibrillation	true	1
synthetic_00042	History includes heart failure with reduced ejection fraction treated with furosemide.		Synthetic clinical note sentence for heart failure; expected CUI is intentionally blank until judged.	clinical_note	cardiology	heart failure	true	2
synthetic_00043	History includes non ST elevation myocardial infarction treated with heparin infusion.		Synthetic clinical note sentence for acute coronary syndrome; expected CUI is intentionally blank until judged.	clinical_note	cardiology	acute coronary syndrome	true	3
synthetic_00044	History includes community acquired pneumonia treated with ceftriaxone and azithromycin.		Synthetic clinical note sentence for pneumonia; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pneumonia	true	4
synthetic_00045	History includes asthma treated with albuterol nebulizer.		Synthetic clinical note sentence for asthma exacerbation; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	asthma exacerbation	true	5
synthetic_00046	History includes acute pulmonary embolism treated with apixaban.		Synthetic clinical note sentence for pulmonary embolism; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pulmonary embolism	true	6
synthetic_00047	History includes acute uncomplicated diverticulitis treated with amoxicillin clavulanate.		Synthetic clinical note sentence for diverticulitis; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	diverticulitis	true	7
synthetic_00048	History includes upper gastrointestinal bleeding treated with intravenous pantoprazole.		Synthetic clinical note sentence for gastrointestinal bleeding; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	gastrointestinal bleeding	true	8
synthetic_00049	History includes clostridioides difficile colitis treated with oral vancomycin.		Synthetic clinical note sentence for clostridioides difficile infection; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	clostridioides difficile infection	true	9
synthetic_00050	History includes poorly controlled type 2 diabetes mellitus treated with metformin and insulin glargine.		Synthetic clinical note sentence for type 2 diabetes; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	type 2 diabetes	true	10
synthetic_00051	History includes insulin associated hypoglycemia treated with oral glucose.		Synthetic clinical note sentence for hypoglycemia; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	hypoglycemia	true	11
synthetic_00052	History includes hyperthyroidism treated with methimazole.		Synthetic clinical note sentence for thyrotoxicosis; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	thyrotoxicosis	true	12
synthetic_00053	History includes acute kidney injury treated with intravenous fluids.		Synthetic clinical note sentence for acute kidney injury; expected CUI is intentionally blank until judged.	clinical_note	nephrology	acute kidney injury	true	13
synthetic_00054	History includes stage three chronic kidney disease treated with blood pressure control.		Synthetic clinical note sentence for chronic kidney disease; expected CUI is intentionally blank until judged.	clinical_note	nephrology	chronic kidney disease	true	14
synthetic_00055	History includes hyperkalemia treated with calcium gluconate.		Synthetic clinical note sentence for hyperkalemia; expected CUI is intentionally blank until judged.	clinical_note	nephrology	hyperkalemia	true	15
synthetic_00056	History includes acute cystitis treated with nitrofurantoin.		Synthetic clinical note sentence for urinary tract infection; expected CUI is intentionally blank until judged.	clinical_note	urology	urinary tract infection	true	16
synthetic_00057	History includes benign prostatic hyperplasia treated with tamsulosin.		Synthetic clinical note sentence for benign prostatic hyperplasia; expected CUI is intentionally blank until judged.	clinical_note	urology	benign prostatic hyperplasia	true	17
synthetic_00058	History includes acute ischemic stroke treated with aspirin and statin.		Synthetic clinical note sentence for ischemic stroke; expected CUI is intentionally blank until judged.	clinical_note	neurology	ischemic stroke	true	18
synthetic_00059	History includes generalized tonic clonic seizure treated with levetiracetam.		Synthetic clinical note sentence for seizure; expected CUI is intentionally blank until judged.	clinical_note	neurology	seizure	true	19
synthetic_00060	History includes migraine headache treated with sumatriptan.		Synthetic clinical note sentence for migraine; expected CUI is intentionally blank until judged.	clinical_note	neurology	migraine	true	20
synthetic_00061	History includes major depressive disorder treated with sertraline.		Synthetic clinical note sentence for major depression; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	major depression	true	21
synthetic_00062	History includes alcohol withdrawal syndrome treated with lorazepam.		Synthetic clinical note sentence for alcohol withdrawal; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	alcohol withdrawal	true	22
synthetic_00063	History includes sepsis due to cellulitis treated with broad spectrum antibiotics.		Synthetic clinical note sentence for sepsis; expected CUI is intentionally blank until judged.	clinical_note	infectious disease	sepsis	true	23
synthetic_00064	History includes diabetic foot osteomyelitis treated with vancomycin.		Synthetic clinical note sentence for osteomyelitis; expected CUI is intentionally blank until judged.	clinical_note	infectious disease	osteomyelitis	true	24
synthetic_00065	History includes plaque psoriasis treated with topical corticosteroid.		Synthetic clinical note sentence for psoriasis; expected CUI is intentionally blank until judged.	clinical_note	dermatology	psoriasis	true	25
synthetic_00066	History includes herpes zoster treated with valacyclovir.		Synthetic clinical note sentence for herpes zoster; expected CUI is intentionally blank until judged.	clinical_note	dermatology	herpes zoster	true	26
synthetic_00067	History includes knee osteoarthritis treated with acetaminophen.		Synthetic clinical note sentence for osteoarthritis; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	osteoarthritis	true	27
synthetic_00068	History includes femoral neck fracture treated with pain control.		Synthetic clinical note sentence for hip fracture; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	hip fracture	true	28
synthetic_00069	History includes rheumatoid arthritis treated with methotrexate.		Synthetic clinical note sentence for rheumatoid arthritis; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	rheumatoid arthritis	true	29
synthetic_00070	History includes acute gout flare treated with colchicine.		Synthetic clinical note sentence for gout flare; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	gout flare	true	30
synthetic_00071	History includes iron deficiency anemia treated with oral iron.		Synthetic clinical note sentence for iron deficiency anemia; expected CUI is intentionally blank until judged.	clinical_note	hematology	iron deficiency anemia	true	31
synthetic_00072	History includes acute deep vein thrombosis treated with anticoagulation.		Synthetic clinical note sentence for deep vein thrombosis; expected CUI is intentionally blank until judged.	clinical_note	hematology	deep vein thrombosis	true	32
synthetic_00073	History includes preeclampsia treated with magnesium sulfate.		Synthetic clinical note sentence for preeclampsia; expected CUI is intentionally blank until judged.	clinical_note	obstetrics	preeclampsia	true	33
synthetic_00074	History includes pelvic inflammatory disease treated with ceftriaxone and doxycycline.		Synthetic clinical note sentence for pelvic inflammatory disease; expected CUI is intentionally blank until judged.	clinical_note	gynecology	pelvic inflammatory disease	true	34
synthetic_00075	History includes invasive ductal carcinoma treated with neoadjuvant chemotherapy.		Synthetic clinical note sentence for breast cancer; expected CUI is intentionally blank until judged.	clinical_note	oncology	breast cancer	true	35
synthetic_00076	History includes solitary pulmonary nodule treated with smoking cessation counseling.		Synthetic clinical note sentence for lung nodule; expected CUI is intentionally blank until judged.	clinical_note	oncology	lung nodule	true	36
synthetic_00077	History includes acute otitis media treated with amoxicillin.		Synthetic clinical note sentence for acute otitis media; expected CUI is intentionally blank until judged.	clinical_note	otolaryngology	acute otitis media	true	37
synthetic_00078	History includes diabetic retinopathy treated with glycemic control.		Synthetic clinical note sentence for diabetic retinopathy; expected CUI is intentionally blank until judged.	clinical_note	ophthalmology	diabetic retinopathy	true	38
synthetic_00079	History includes acute hypoxemic respiratory failure treated with high flow nasal cannula.		Synthetic clinical note sentence for acute respiratory failure; expected CUI is intentionally blank until judged.	clinical_note	critical care	acute respiratory failure	true	39
synthetic_00080	History includes need for central venous access treated with sterile technique.		Synthetic clinical note sentence for central venous catheter placement; expected CUI is intentionally blank until judged.	clinical_note	procedures	central venous catheter placement	true	40
synthetic_00081	electrocardiogram showed atrial fibrillation with rapid ventricular response while assessing atrial fibrillation.		Synthetic clinical note sentence for atrial fibrillation; expected CUI is intentionally blank until judged.	clinical_note	cardiology	atrial fibrillation	true	1
synthetic_00082	echocardiogram showed reduced ejection fraction while assessing heart failure.		Synthetic clinical note sentence for heart failure; expected CUI is intentionally blank until judged.	clinical_note	cardiology	heart failure	true	2
synthetic_00083	coronary angiography showed critical coronary stenosis while assessing acute coronary syndrome.		Synthetic clinical note sentence for acute coronary syndrome; expected CUI is intentionally blank until judged.	clinical_note	cardiology	acute coronary syndrome	true	3
synthetic_00084	chest radiograph showed right lower lobe infiltrate while assessing pneumonia.		Synthetic clinical note sentence for pneumonia; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pneumonia	true	4
synthetic_00085	peak flow measurement showed reduced peak expiratory flow while assessing asthma exacerbation.		Synthetic clinical note sentence for asthma exacerbation; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	asthma exacerbation	true	5
synthetic_00086	computed tomography angiography showed segmental pulmonary embolus while assessing pulmonary embolism.		Synthetic clinical note sentence for pulmonary embolism; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pulmonary embolism	true	6
synthetic_00087	computed tomography abdomen showed sigmoid diverticulitis while assessing diverticulitis.		Synthetic clinical note sentence for diverticulitis; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	diverticulitis	true	7
synthetic_00088	upper endoscopy showed bleeding gastric ulcer while assessing gastrointestinal bleeding.		Synthetic clinical note sentence for gastrointestinal bleeding; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	gastrointestinal bleeding	true	8
synthetic_00089	stool toxin assay showed positive C difficile toxin while assessing clostridioides difficile infection.		Synthetic clinical note sentence for clostridioides difficile infection; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	clostridioides difficile infection	true	9
synthetic_00090	hemoglobin A1c showed A1c above goal while assessing type 2 diabetes.		Synthetic clinical note sentence for type 2 diabetes; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	type 2 diabetes	true	10
synthetic_00091	point of care glucose showed glucose of 48 mg per dL while assessing hypoglycemia.		Synthetic clinical note sentence for hypoglycemia; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	hypoglycemia	true	11
synthetic_00092	thyroid stimulating hormone showed suppressed TSH while assessing thyrotoxicosis.		Synthetic clinical note sentence for thyrotoxicosis; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	thyrotoxicosis	true	12
synthetic_00093	basic metabolic panel showed creatinine above baseline while assessing acute kidney injury.		Synthetic clinical note sentence for acute kidney injury; expected CUI is intentionally blank until judged.	clinical_note	nephrology	acute kidney injury	true	13
synthetic_00094	urine albumin creatinine ratio showed elevated albumin creatinine ratio while assessing chronic kidney disease.		Synthetic clinical note sentence for chronic kidney disease; expected CUI is intentionally blank until judged.	clinical_note	nephrology	chronic kidney disease	true	14
synthetic_00095	serum potassium showed potassium of 6.2 mmol per L while assessing hyperkalemia.		Synthetic clinical note sentence for hyperkalemia; expected CUI is intentionally blank until judged.	clinical_note	nephrology	hyperkalemia	true	15
synthetic_00096	urinalysis showed positive leukocyte esterase while assessing urinary tract infection.		Synthetic clinical note sentence for urinary tract infection; expected CUI is intentionally blank until judged.	clinical_note	urology	urinary tract infection	true	16
synthetic_00097	post void residual showed elevated residual urine volume while assessing benign prostatic hyperplasia.		Synthetic clinical note sentence for benign prostatic hyperplasia; expected CUI is intentionally blank until judged.	clinical_note	urology	benign prostatic hyperplasia	true	17
synthetic_00098	brain MRI showed acute infarct in right MCA territory while assessing ischemic stroke.		Synthetic clinical note sentence for ischemic stroke; expected CUI is intentionally blank until judged.	clinical_note	neurology	ischemic stroke	true	18
synthetic_00099	electroencephalogram showed epileptiform discharges while assessing seizure.		Synthetic clinical note sentence for seizure; expected CUI is intentionally blank until judged.	clinical_note	neurology	seizure	true	19
synthetic_00100	head CT showed no acute intracranial process while assessing migraine.		Synthetic clinical note sentence for migraine; expected CUI is intentionally blank until judged.	clinical_note	neurology	migraine	true	20
synthetic_00101	PHQ 9 questionnaire showed severe depressive symptoms while assessing major depression.		Synthetic clinical note sentence for major depression; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	major depression	true	21
synthetic_00102	CIWA assessment showed elevated withdrawal score while assessing alcohol withdrawal.		Synthetic clinical note sentence for alcohol withdrawal; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	alcohol withdrawal	true	22
synthetic_00103	blood culture showed gram positive cocci in clusters while assessing sepsis.		Synthetic clinical note sentence for sepsis; expected CUI is intentionally blank until judged.	clinical_note	infectious disease	sepsis	true	23
synthetic_00104	foot MRI showed marrow edema concerning for osteomyelitis while assessing osteomyelitis.		Synthetic clinical note sentence for osteomyelitis; expected CUI is intentionally blank until judged.	clinical_note	infectious disease	osteomyelitis	true	24
synthetic_00105	skin examination showed erythematous plaques on extensor surfaces while assessing psoriasis.		Synthetic clinical note sentence for psoriasis; expected CUI is intentionally blank until judged.	clinical_note	dermatology	psoriasis	true	25
synthetic_00106	clinical skin examination showed unilateral dermatomal vesicles while assessing herpes zoster.		Synthetic clinical note sentence for herpes zoster; expected CUI is intentionally blank until judged.	clinical_note	dermatology	herpes zoster	true	26
synthetic_00107	knee radiograph showed tricompartmental degenerative changes while assessing osteoarthritis.		Synthetic clinical note sentence for osteoarthritis; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	osteoarthritis	true	27
synthetic_00108	hip radiograph showed displaced femoral neck fracture while assessing hip fracture.		Synthetic clinical note sentence for hip fracture; expected CUI is intentionally blank until judged.	clinical_note	musculoskeletal	hip fracture	true	28
synthetic_00109	anti CCP antibody showed positive anti CCP antibody while assessing rheumatoid arthritis.		Synthetic clinical note sentence for rheumatoid arthritis; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	rheumatoid arthritis	true	29
synthetic_00110	serum uric acid showed elevated uric acid while assessing gout flare.		Synthetic clinical note sentence for gout flare; expected CUI is intentionally blank until judged.	clinical_note	rheumatology	gout flare	true	30
synthetic_00111	iron studies showed low ferritin while assessing iron deficiency anemia.		Synthetic clinical note sentence for iron deficiency anemia; expected CUI is intentionally blank until judged.	clinical_note	hematology	iron deficiency anemia	true	31
synthetic_00112	venous duplex ultrasound showed femoral vein thrombosis while assessing deep vein thrombosis.		Synthetic clinical note sentence for deep vein thrombosis; expected CUI is intentionally blank until judged.	clinical_note	hematology	deep vein thrombosis	true	32
synthetic_00113	urine protein creatinine ratio showed proteinuria while assessing preeclampsia.		Synthetic clinical note sentence for preeclampsia; expected CUI is intentionally blank until judged.	clinical_note	obstetrics	preeclampsia	true	33
synthetic_00114	nucleic acid amplification test showed positive chlamydia test while assessing pelvic inflammatory disease.		Synthetic clinical note sentence for pelvic inflammatory disease; expected CUI is intentionally blank until judged.	clinical_note	gynecology	pelvic inflammatory disease	true	34
synthetic_00115	mammography showed spiculated breast lesion while assessing breast cancer.		Synthetic clinical note sentence for breast cancer; expected CUI is intentionally blank until judged.	clinical_note	oncology	breast cancer	true	35
synthetic_00116	chest CT showed spiculated upper lobe nodule while assessing lung nodule.		Synthetic clinical note sentence for lung nodule; expected CUI is intentionally blank until judged.	clinical_note	oncology	lung nodule	true	36
synthetic_00117	otoscopy showed middle ear effusion while assessing acute otitis media.		Synthetic clinical note sentence for acute otitis media; expected CUI is intentionally blank until judged.	clinical_note	otolaryngology	acute otitis media	true	37
synthetic_00118	dilated eye examination showed nonproliferative diabetic retinopathy while assessing diabetic retinopathy.		Synthetic clinical note sentence for diabetic retinopathy; expected CUI is intentionally blank until judged.	clinical_note	ophthalmology	diabetic retinopathy	true	38
synthetic_00119	arterial blood gas showed low PaO2 while assessing acute respiratory failure.		Synthetic clinical note sentence for acute respiratory failure; expected CUI is intentionally blank until judged.	clinical_note	critical care	acute respiratory failure	true	39
synthetic_00120	procedure note showed right internal jugular central line placed while assessing central venous catheter placement.		Synthetic clinical note sentence for central venous catheter placement; expected CUI is intentionally blank until judged.	clinical_note	procedures	central venous catheter placement	true	40
synthetic_00121	Exam was notable for irregularly irregular rhythm in the setting of atrial fibrillation.		Synthetic clinical note sentence for atrial fibrillation; expected CUI is intentionally blank until judged.	clinical_note	cardiology	atrial fibrillation	true	1
synthetic_00122	Exam was notable for bibasilar crackles in the setting of heart failure with reduced ejection fraction.		Synthetic clinical note sentence for heart failure; expected CUI is intentionally blank until judged.	clinical_note	cardiology	heart failure	true	2
synthetic_00123	Exam was notable for elevated troponin in the setting of non ST elevation myocardial infarction.		Synthetic clinical note sentence for acute coronary syndrome; expected CUI is intentionally blank until judged.	clinical_note	cardiology	acute coronary syndrome	true	3
synthetic_00124	Exam was notable for right lower lobe crackles in the setting of community acquired pneumonia.		Synthetic clinical note sentence for pneumonia; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pneumonia	true	4
synthetic_00125	Exam was notable for prolonged expiratory phase in the setting of asthma.		Synthetic clinical note sentence for asthma exacerbation; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	asthma exacerbation	true	5
synthetic_00126	Exam was notable for unilateral leg swelling in the setting of acute pulmonary embolism.		Synthetic clinical note sentence for pulmonary embolism; expected CUI is intentionally blank until judged.	clinical_note	pulmonary	pulmonary embolism	true	6
synthetic_00127	Exam was notable for localized abdominal tenderness in the setting of acute uncomplicated diverticulitis.		Synthetic clinical note sentence for diverticulitis; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	diverticulitis	true	7
synthetic_00128	Exam was notable for orthostatic hypotension in the setting of upper gastrointestinal bleeding.		Synthetic clinical note sentence for gastrointestinal bleeding; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	gastrointestinal bleeding	true	8
synthetic_00129	Exam was notable for diffuse abdominal cramping in the setting of clostridioides difficile colitis.		Synthetic clinical note sentence for clostridioides difficile infection; expected CUI is intentionally blank until judged.	clinical_note	gastroenterology	clostridioides difficile infection	true	9
synthetic_00130	Exam was notable for elevated hemoglobin A1c in the setting of poorly controlled type 2 diabetes mellitus.		Synthetic clinical note sentence for type 2 diabetes; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	type 2 diabetes	true	10
synthetic_00131	Exam was notable for low fingerstick glucose in the setting of insulin associated hypoglycemia.		Synthetic clinical note sentence for hypoglycemia; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	hypoglycemia	true	11
synthetic_00132	Exam was notable for fine tremor in the setting of hyperthyroidism.		Synthetic clinical note sentence for thyrotoxicosis; expected CUI is intentionally blank until judged.	clinical_note	endocrinology	thyrotoxicosis	true	12
synthetic_00133	Exam was notable for rising creatinine in the setting of acute kidney injury.		Synthetic clinical note sentence for acute kidney injury; expected CUI is intentionally blank until judged.	clinical_note	nephrology	acute kidney injury	true	13
synthetic_00134	Exam was notable for albuminuria in the setting of stage three chronic kidney disease.		Synthetic clinical note sentence for chronic kidney disease; expected CUI is intentionally blank until judged.	clinical_note	nephrology	chronic kidney disease	true	14
synthetic_00135	Exam was notable for peaked T waves in the setting of hyperkalemia.		Synthetic clinical note sentence for hyperkalemia; expected CUI is intentionally blank until judged.	clinical_note	nephrology	hyperkalemia	true	15
synthetic_00136	Exam was notable for suprapubic tenderness in the setting of acute cystitis.		Synthetic clinical note sentence for urinary tract infection; expected CUI is intentionally blank until judged.	clinical_note	urology	urinary tract infection	true	16
synthetic_00137	Exam was notable for enlarged prostate in the setting of benign prostatic hyperplasia.		Synthetic clinical note sentence for benign prostatic hyperplasia; expected CUI is intentionally blank until judged.	clinical_note	urology	benign prostatic hyperplasia	true	17
synthetic_00138	Exam was notable for facial droop in the setting of acute ischemic stroke.		Synthetic clinical note sentence for ischemic stroke; expected CUI is intentionally blank until judged.	clinical_note	neurology	ischemic stroke	true	18
synthetic_00139	Exam was notable for tongue biting in the setting of generalized tonic clonic seizure.		Synthetic clinical note sentence for seizure; expected CUI is intentionally blank until judged.	clinical_note	neurology	seizure	true	19
synthetic_00140	Exam was notable for normal neurologic examination in the setting of migraine headache.		Synthetic clinical note sentence for migraine; expected CUI is intentionally blank until judged.	clinical_note	neurology	migraine	true	20
synthetic_00141	Exam was notable for flat affect in the setting of major depressive disorder.		Synthetic clinical note sentence for major depression; expected CUI is intentionally blank until judged.	clinical_note	psychiatry	major depression	true	21
