id	query	expected_cuis	why	style	domain	expected_focus	synthetic	topic_index
full_page_0011	Chief concern: the patient came in with worsening diaphoresis and tremor. The active assessment is insulin associated hypoglycemia. On exam or bedside review, the clinician documented low fingerstick glucose. Objective data: the team reviewed the available point of care glucose information during this visit; it showed glucose of 48 mg per dL. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep hypoglycemia visible across handoffs. Plan: the care plan documents oral glucose for the active problem. The team discussed insulin dose adjustment and reviewed warning signs of loss of consciousness. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes hyperthyroidism and prior methimazole. The current visit says there is no active issue related to atrial arrhythmia, and the team is not making a new care decision about thyrotoxicosis today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as diaphoresis and tremor return, if findings such as low fingerstick glucose are worsening, or if there are signs concerning for loss of consciousness. Follow-up is arranged to review point of care glucose findings, management involving oral glucose, and whether insulin dose adjustment is still needed.		Synthetic long-form clinical sample for hypoglycemia; expected CUI is intentionally blank until judged.	full_page_clinical	endocrinology	hypoglycemia	true	11
full_page_0012	Chief concern: the patient came in with worsening heat intolerance. The active assessment is hyperthyroidism. On exam or bedside review, the clinician documented fine tremor. Objective data: the team reviewed the available thyroid stimulating hormone information during this visit; it showed suppressed TSH. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep thyrotoxicosis visible across handoffs. Plan: the care plan documents methimazole for the active problem. The team discussed thyroid uptake scan and reviewed warning signs of atrial arrhythmia. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes acute kidney injury and prior intravenous fluids. The current visit says there is no active issue related to electrolyte abnormality, and the team is not making a new care decision about acute kidney injury today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as heat intolerance return, if findings such as fine tremor are worsening, or if there are signs concerning for atrial arrhythmia. Follow-up is arranged to review thyroid stimulating hormone findings, management involving methimazole, and whether thyroid uptake scan is still needed.		Synthetic long-form clinical sample for thyrotoxicosis; expected CUI is intentionally blank until judged.	full_page_clinical	endocrinology	thyrotoxicosis	true	12
full_page_0013	Chief concern: the patient came in with worsening decreased urine output. The active assessment is acute kidney injury. On exam or bedside review, the clinician documented rising creatinine. Objective data: the team reviewed the available basic metabolic panel information during this visit; it showed creatinine above baseline. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep acute kidney injury visible across handoffs. Plan: the care plan documents intravenous fluids for the active problem. The team discussed renal ultrasound and reviewed warning signs of electrolyte abnormality. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes stage three chronic kidney disease and prior blood pressure control. The current visit says there is no active issue related to progressive renal disease, and the team is not making a new care decision about chronic kidney disease today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as decreased urine output return, if findings such as rising creatinine are worsening, or if there are signs concerning for electrolyte abnormality. Follow-up is arranged to review basic metabolic panel findings, management involving intravenous fluids, and whether renal ultrasound is still needed.		Synthetic long-form clinical sample for acute kidney injury; expected CUI is intentionally blank until judged.	full_page_clinical	nephrology	acute kidney injury	true	13
full_page_0014	Chief concern: the patient came in with worsening fatigue. The active assessment is stage three chronic kidney disease. On exam or bedside review, the clinician documented albuminuria. Objective data: the team reviewed the available urine albumin creatinine ratio information during this visit; it showed elevated albumin creatinine ratio. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep chronic kidney disease visible across handoffs. Plan: the care plan documents blood pressure control for the active problem. The team discussed nephrology referral and reviewed warning signs of progressive renal disease. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes hyperkalemia and prior calcium gluconate. The current visit says there is no active issue related to cardiac arrhythmia, and the team is not making a new care decision about hyperkalemia today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as fatigue return, if findings such as albuminuria are worsening, or if there are signs concerning for progressive renal disease. Follow-up is arranged to review urine albumin creatinine ratio findings, management involving blood pressure control, and whether nephrology referral is still needed.		Synthetic long-form clinical sample for chronic kidney disease; expected CUI is intentionally blank until judged.	full_page_clinical	nephrology	chronic kidney disease	true	14
full_page_0015	Chief concern: the patient came in with worsening muscle weakness. The active assessment is hyperkalemia. On exam or bedside review, the clinician documented peaked T waves. Objective data: the team reviewed the available serum potassium information during this visit; it showed potassium of 6.2 mmol per L. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep hyperkalemia visible across handoffs. Plan: the care plan documents calcium gluconate for the active problem. The team discussed repeat potassium measurement and reviewed warning signs of cardiac arrhythmia. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes acute cystitis and prior nitrofurantoin. The current visit says there is no active issue related to pyelonephritis, and the team is not making a new care decision about urinary tract infection today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as muscle weakness return, if findings such as peaked T waves are worsening, or if there are signs concerning for cardiac arrhythmia. Follow-up is arranged to review serum potassium findings, management involving calcium gluconate, and whether repeat potassium measurement is still needed.		Synthetic long-form clinical sample for hyperkalemia; expected CUI is intentionally blank until judged.	full_page_clinical	nephrology	hyperkalemia	true	15
full_page_0016	Chief concern: the patient came in with worsening dysuria. The active assessment is acute cystitis. On exam or bedside review, the clinician documented suprapubic tenderness. Objective data: the team reviewed the available urinalysis information during this visit; it showed positive leukocyte esterase. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep urinary tract infection visible across handoffs. Plan: the care plan documents nitrofurantoin for the active problem. The team discussed urine culture and reviewed warning signs of pyelonephritis. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes benign prostatic hyperplasia and prior tamsulosin. The current visit says there is no active issue related to urinary retention, and the team is not making a new care decision about benign prostatic hyperplasia today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as dysuria return, if findings such as suprapubic tenderness are worsening, or if there are signs concerning for pyelonephritis. Follow-up is arranged to review urinalysis findings, management involving nitrofurantoin, and whether urine culture is still needed.		Synthetic long-form clinical sample for urinary tract infection; expected CUI is intentionally blank until judged.	full_page_clinical	urology	urinary tract infection	true	16
full_page_0017	Chief concern: the patient came in with worsening weak urinary stream. The active assessment is benign prostatic hyperplasia. On exam or bedside review, the clinician documented enlarged prostate. Objective data: the team reviewed the available post void residual information during this visit; it showed elevated residual urine volume. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep benign prostatic hyperplasia visible across handoffs. Plan: the care plan documents tamsulosin for the active problem. The team discussed prostate examination and reviewed warning signs of urinary retention. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes acute ischemic stroke and prior aspirin and statin. The current visit says there is no active issue related to persistent neurologic deficit, and the team is not making a new care decision about ischemic stroke today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as weak urinary stream return, if findings such as enlarged prostate are worsening, or if there are signs concerning for urinary retention. Follow-up is arranged to review post void residual findings, management involving tamsulosin, and whether prostate examination is still needed.		Synthetic long-form clinical sample for benign prostatic hyperplasia; expected CUI is intentionally blank until judged.	full_page_clinical	urology	benign prostatic hyperplasia	true	17
full_page_0018	Chief concern: the patient came in with worsening left sided weakness. The active assessment is acute ischemic stroke. On exam or bedside review, the clinician documented facial droop. Objective data: the team reviewed the available brain MRI information during this visit; it showed acute infarct in right MCA territory. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep ischemic stroke visible across handoffs. Plan: the care plan documents aspirin and statin for the active problem. The team discussed thrombolysis evaluation and reviewed warning signs of persistent neurologic deficit. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes generalized tonic clonic seizure and prior levetiracetam. The current visit says there is no active issue related to status epilepticus, and the team is not making a new care decision about seizure today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as left sided weakness return, if findings such as facial droop are worsening, or if there are signs concerning for persistent neurologic deficit. Follow-up is arranged to review brain MRI findings, management involving aspirin and statin, and whether thrombolysis evaluation is still needed.		Synthetic long-form clinical sample for ischemic stroke; expected CUI is intentionally blank until judged.	full_page_clinical	neurology	ischemic stroke	true	18
full_page_0019	Chief concern: the patient came in with worsening postictal confusion. The active assessment is generalized tonic clonic seizure. On exam or bedside review, the clinician documented tongue biting. Objective data: the team reviewed the available electroencephalogram information during this visit; it showed epileptiform discharges. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep seizure visible across handoffs. Plan: the care plan documents levetiracetam for the active problem. The team discussed seizure precautions and reviewed warning signs of status epilepticus. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes migraine headache and prior sumatriptan. The current visit says there is no active issue related to medication overuse headache, and the team is not making a new care decision about migraine today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as postictal confusion return, if findings such as tongue biting are worsening, or if there are signs concerning for status epilepticus. Follow-up is arranged to review electroencephalogram findings, management involving levetiracetam, and whether seizure precautions are still needed.		Synthetic long-form clinical sample for seizure; expected CUI is intentionally blank until judged.	full_page_clinical	neurology	seizure	true	19
full_page_0020	Chief concern: the patient came in with worsening photophobia. The active assessment is migraine headache. On exam or bedside review, the clinician documented normal neurologic examination. Objective data: the team reviewed the available head CT information during this visit; it showed no acute intracranial process. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep migraine visible across handoffs. Plan: the care plan documents sumatriptan for the active problem. The team discussed headache diary and reviewed warning signs of medication overuse headache. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes major depressive disorder and prior sertraline. The current visit says there is no active issue related to suicidal ideation, and the team is not making a new care decision about major depression today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as photophobia return, if findings such as normal neurologic examination are worsening, or if there are signs concerning for medication overuse headache. Follow-up is arranged to review head CT findings, management involving sumatriptan, and whether headache diary is still needed.		Synthetic long-form clinical sample for migraine; expected CUI is intentionally blank until judged.	full_page_clinical	neurology	migraine	true	20
full_page_0021	Chief concern: the patient came in with worsening low mood. The active assessment is major depressive disorder. On exam or bedside review, the clinician documented flat affect. Objective data: the team reviewed the available PHQ 9 questionnaire information during this visit; it showed severe depressive symptoms. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep major depression visible across handoffs. Plan: the care plan documents sertraline for the active problem. The team discussed behavioral health referral and reviewed warning signs of suicidal ideation. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes alcohol withdrawal syndrome and prior lorazepam. The current visit says there is no active issue related to withdrawal seizure, and the team is not making a new care decision about alcohol withdrawal today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as low mood return, if findings such as flat affect are worsening, or if there are signs concerning for suicidal ideation. Follow-up is arranged to review PHQ 9 questionnaire findings, management involving sertraline, and whether behavioral health referral is still needed.		Synthetic long-form clinical sample for major depression; expected CUI is intentionally blank until judged.	full_page_clinical	psychiatry	major depression	true	21
full_page_0022	Chief concern: the patient came in with worsening tremulousness. The active assessment is alcohol withdrawal syndrome. On exam or bedside review, the clinician documented tachycardia. Objective data: the team reviewed the available CIWA assessment information during this visit; it showed elevated withdrawal score. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep alcohol withdrawal visible across handoffs. Plan: the care plan documents lorazepam for the active problem. The team discussed withdrawal monitoring and reviewed warning signs of withdrawal seizure. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes sepsis due to cellulitis and prior broad spectrum antibiotics. The current visit says there is no active issue related to septic shock, and the team is not making a new care decision about sepsis today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as tremulousness return, if findings such as tachycardia are worsening, or if there are signs concerning for withdrawal seizure. Follow-up is arranged to review CIWA assessment findings, management involving lorazepam, and whether withdrawal monitoring is still needed.		Synthetic long-form clinical sample for alcohol withdrawal; expected CUI is intentionally blank until judged.	full_page_clinical	psychiatry	alcohol withdrawal	true	22
full_page_0023	Chief concern: the patient came in with worsening fever and malaise. The active assessment is sepsis due to cellulitis. On exam or bedside review, the clinician documented hypotension. Objective data: the team reviewed the available blood culture information during this visit; it showed gram positive cocci in clusters. The same result is repeated in the emergency department note, consultant note, and discharge summary because the care team is trying to keep sepsis visible across handoffs. Plan: the care plan documents broad spectrum antibiotics for the active problem. The team discussed source control and reviewed warning signs of septic shock. The medication list, nursing handoff, and patient instructions all use slightly different wording for the same active issue. Older history: the prior problem list still includes diabetic foot osteomyelitis and prior vancomycin. The current visit says there is no active issue related to amputation, and the team is not making a new care decision about osteomyelitis today. Medication lists, nursing notes, patient instructions, old test results, family history, scheduling text, and follow-up reminders appear alongside the active assessment. These repeated phrases restate the active problem in different words while also adding routine chart language such as assessment, plan, review, education, and return precautions. Discharge instructions: call urgently if symptoms such as fever and malaise return, if findings such as hypotension are worsening, or if there are signs concerning for septic shock. Follow-up is arranged to review blood culture findings, management involving broad spectrum antibiotics, and whether source control is still needed.		Synthetic long-form clinical sample for sepsis; expected CUI is intentionally blank until judged.	full_page_clinical	infectious disease	sepsis	true	23
